,AveragePrice,TotalVolume,TotalBags,type,year,region
10103,2.02,95599.25,27614.57,organic,2016,California
10104,1.64,9444.39,3821.8,organic,2016,Charlotte
10105,2.11,30428.53,3972.09,organic,2016,Chicago
10106,1.396017972711152,16206.87,8962.22,organic,2016,CincinnatiDayton
10107,1.01,16161.36,11687.03,organic,2016,Columbus
10108,1.27,20504.41,8851.49,organic,2016,DallasFtWorth
10109,1.19,20054.84,12610.04,organic,2016,Denver
10110,0.88,24025.32,16447.38,organic,2016,Detroit
10111,2.07,1200.59,227.45,organic,2016,GrandRapids
10112,1.35,147526.08,81748.31,organic,2016,GreatLakes
10113,1.79,5193.18,4853.24,organic,2016,HarrisburgScranton
10114,1.396017972711152,5131.43,295043.20947097597,organic,2016,HartfordSpringfield
10115,0.89,48889.9,32368.93,organic,2016,Houston
10116,1.48,917091.3424611753,1808.02,organic,2016,Indianapolis
10117,1.36,917091.3424611753,2498.01,organic,2016,Jacksonville
10118,2.85,917091.3424611753,754.04,organic,2016,LasVegas
10119,1.85,56666.92,20889.5,organic,2016,LosAngeles
10120,1.24,2470.03,1200.25,organic,2016,Louisville
10121,1.52,991.33,941.11,organic,2016,MiamiFtLauderdale
10122,1.49,111504.63,58779.54,organic,2016,Midsouth
10123,1.05,8007.21,4023.68,organic,2016,Nashville
10124,1.68,2886.0,2565.7,organic,2016,NewOrleansMobile
10125,2.33,17837.78,2404.17,organic,2016,NewYork
10126,1.86,73430.26,46301.58,organic,2016,Northeast
10127,1.49,8965.14,295043.20947097597,organic,2016,NorthernNewEngland
10128,1.44,2930.31,2400.52,organic,2016,Orlando
10129,2.26,6276.25,2827.43,organic,2016,Philadelphia
10130,2.04,8551.32,295043.20947097597,organic,2016,PhoenixTucson
10131,1.53,9213.3,8111.03,organic,2016,Pittsburgh
10132,1.67,33832.86,21832.88,organic,2016,Plains
10133,1.4,26243.63,18343.08,organic,2016,Portland
10134,1.69,13121.67,7029.2,organic,2016,RaleighGreensboro
10135,1.39,917091.3424611753,4248.78,organic,2016,RichmondNorfolk
10136,1.15,8323.19,5254.52,organic,2016,Roanoke
10137,2.13,4315.59,433.2,organic,2016,Sacramento
10138,2.28,11256.86,1176.76,organic,2016,SanDiego
10139,2.34,9048.18,3035.34,organic,2016,SanFrancisco
10140,1.59,33108.57,21555.81,organic,2016,Seattle
10141,1.55,9365.29,5022.38,organic,2016,SouthCarolina
10142,1.09,144647.08,87387.04,organic,2016,SouthCentral
10143,1.35,917091.3424611753,37300.39,organic,2016,Southeast
10144,1.83,2160.64,1130.35,organic,2016,Spokane
10145,1.6,8973.5,4609.76,organic,2016,StLouis
10146,1.61,795.95,745.78,organic,2016,Syracuse
10147,1.4,917091.3424611753,2823.13,organic,2016,Tampa
10148,1.5,815859.49,453034.71,organic,2016,TotalUS
10149,1.56,152876.61,92070.39,organic,2016,West
10150,2.93,5373.88,295043.20947097597,organic,2016,WestTexNewMexico
10151,1.396017972711152,92080.35,10274.06,conventional,2016,Albany
10152,1.23,422281.05,183075.44,conventional,2016,Atlanta
10153,1.85,584275.61,163941.32,conventional,2016,BaltimoreWashington
10154,1.17,70652.14,295043.20947097597,conventional,2016,Boise
10155,1.396017972711152,439551.69,87718.59,conventional,2016,Boston
10156,1.6,110744.71,58521.07,conventional,2016,BuffaloRochester
10157,1.39,917091.3424611753,1289998.88,conventional,2016,California
10158,1.396017972711152,167741.27,52719.25,conventional,2016,Charlotte
10159,1.84,431274.2,65255.52,conventional,2016,Chicago
10160,0.96,273804.0,175195.0,conventional,2016,CincinnatiDayton
10161,1.11,156831.11,48812.02,conventional,2016,Columbus
10162,1.08,993986.41,330229.94,conventional,2016,DallasFtWorth
10163,1.24,594392.87,308470.62,conventional,2016,Denver
10164,1.35,227233.92,295043.20947097597,conventional,2016,Detroit
10165,1.72,917091.3424611753,31813.83,conventional,2016,GrandRapids
10166,1.35,2528597.22,879979.22,conventional,2016,GreatLakes
10167,1.6,195809.34,60395.78,conventional,2016,HarrisburgScranton
10168,1.78,917091.3424611753,56247.72,conventional,2016,HartfordSpringfield
10169,1.0,777847.84,258733.63,conventional,2016,Houston
10170,1.31,142946.23,67155.19,conventional,2016,Indianapolis
10171,1.35,119840.12,54087.47,conventional,2016,Jacksonville
10172,1.13,254999.4,295043.20947097597,conventional,2016,LasVegas
10173,1.23,2133563.24,893143.6,conventional,2016,LosAngeles
10174,1.23,75593.36,36235.03,conventional,2016,Louisville
10175,1.59,437488.84,147722.52,conventional,2016,MiamiFtLauderdale
10176,1.47,2287507.52,729885.23,conventional,2016,Midsouth
10177,1.19,163017.85,295043.20947097597,conventional,2016,Nashville
10178,1.44,203438.23,70023.12,conventional,2016,NewOrleansMobile
10179,1.95,807564.93,282227.06,conventional,2016,NewYork
10180,1.67,2916578.9,832022.58,conventional,2016,Northeast
10181,1.48,917091.3424611753,46935.09,conventional,2016,NorthernNewEngland
10182,1.52,236500.42,83838.72,conventional,2016,Orlando
10183,1.89,917091.3424611753,99594.83,conventional,2016,Philadelphia
10184,1.02,699711.07,243447.67,conventional,2016,PhoenixTucson
10185,1.3,90368.85,37712.07,conventional,2016,Pittsburgh
10186,1.53,1179301.18,302618.47,conventional,2016,Plains
10187,1.12,568596.03,350858.11,conventional,2016,Portland
10188,1.4,239744.28,76184.37,conventional,2016,RaleighGreensboro
10189,1.34,178512.86,295043.20947097597,conventional,2016,RichmondNorfolk
10190,1.26,107231.19,37322.93,conventional,2016,Roanoke
10191,1.59,253163.64,41563.31,conventional,2016,Sacramento
10192,1.32,366026.91,106129.21,conventional,2016,SanDiego
10193,1.87,411873.66,94583.92,conventional,2016,SanFrancisco
10194,1.12,619599.06,337358.67,conventional,2016,Seattle
10195,1.4,260446.46,72307.57,conventional,2016,SouthCarolina
10196,1.09,4477594.56,1397084.84,conventional,2016,SouthCentral
10197,1.396017972711152,2704875.68,981836.2,conventional,2016,Southeast
10198,1.23,79477.96,35996.4,conventional,2016,Spokane
10199,1.396017972711152,184407.0,85450.42,conventional,2016,StLouis
10200,1.38,56428.14,18222.18,conventional,2016,Syracuse
10201,1.53,281815.95,97801.38,conventional,2016,Tampa
10202,1.34,24753513.95,8616978.67,conventional,2016,TotalUS
10203,1.17,4760018.22,2203553.27,conventional,2016,West
10204,1.0,620389.4,208643.81,conventional,2016,WestTexNewMexico
10205,1.86,1913.99,1795.44,organic,2016,Albany
10206,1.25,16790.96,295043.20947097597,organic,2016,Atlanta
10207,1.81,17434.69,3422.48,organic,2016,BaltimoreWashington
10208,1.76,1047.82,295043.20947097597,organic,2016,Boise
10209,1.32,8153.98,7802.39,organic,2016,Boston
10210,1.61,1079.0,836.67,organic,2016,BuffaloRochester
10211,2.58,75897.66,13447.88,organic,2016,California
10212,1.64,9342.71,3873.75,organic,2016,Charlotte
10213,2.2,917091.3424611753,3280.56,organic,2016,Chicago
10214,1.2,17064.45,9044.5,organic,2016,CincinnatiDayton
10215,1.18,10574.95,6827.47,organic,2016,Columbus
10216,1.37,20091.09,9130.06,organic,2016,DallasFtWorth
10217,1.71,19881.26,2177.74,organic,2016,Denver
10218,1.06,23612.89,14442.33,organic,2016,Detroit
10219,2.17,1243.29,394.76,organic,2016,GrandRapids
10220,1.43,139337.29,72301.04,organic,2016,GreatLakes
10221,1.44,917091.3424611753,3297.41,organic,2016,HarrisburgScranton
10222,1.98,1494.63,530.33,organic,2016,HartfordSpringfield
10223,1.43,28930.46,2701.99,organic,2016,Houston
10224,1.58,3929.64,2364.89,organic,2016,Indianapolis
10225,1.4,2998.64,2549.19,organic,2016,Jacksonville
10226,2.3,2988.4,264.28,organic,2016,LasVegas
10227,2.44,35647.66,7659.73,organic,2016,LosAngeles
10228,1.03,3422.91,2009.51,organic,2016,Louisville
10229,1.58,542.85,453.33,organic,2016,MiamiFtLauderdale
10230,1.37,125288.5,68013.51,organic,2016,Midsouth
10231,0.82,13219.08,8958.08,organic,2016,Nashville
10232,1.51,2300.83,2268.78,organic,2016,NewOrleansMobile
10233,2.1,8442.79,1661.71,organic,2016,NewYork
10234,1.7,917091.3424611753,44064.58,organic,2016,Northeast
10235,1.75,11324.45,11170.57,organic,2016,NorthernNewEngland
10236,1.5,4025.09,3230.71,organic,2016,Orlando
10237,2.06,4580.38,1577.37,organic,2016,Philadelphia
10238,1.396017972711152,6017.53,1281.46,organic,2016,PhoenixTucson
10239,1.396017972711152,8896.5,7798.9,organic,2016,Pittsburgh
10240,1.55,917091.3424611753,22125.62,organic,2016,Plains
10241,2.1,917091.3424611753,2304.4,organic,2016,Portland
10242,1.69,14742.89,7710.74,organic,2016,RaleighGreensboro
10243,1.16,12154.78,7304.58,organic,2016,RichmondNorfolk
10244,0.97,12376.43,8851.5,organic,2016,Roanoke
10245,1.396017972711152,5525.46,668.16,organic,2016,Sacramento
10246,2.73,8533.85,893.14,organic,2016,SanDiego
10247,2.93,11252.48,2818.33,organic,2016,SanFrancisco
10248,2.24,15072.28,3250.25,organic,2016,Seattle
10249,1.4,11386.72,7353.05,organic,2016,SouthCarolina
10250,1.41,104747.96,33406.72,organic,2016,SouthCentral
10251,1.396017972711152,59238.63,39250.17,organic,2016,Southeast
10252,2.23,1253.5,262.24,organic,2016,Spokane
10253,1.12,10673.47,7281.7,organic,2016,StLouis
10254,1.69,961.36,923.39,organic,2016,Syracuse
10255,1.49,3701.46,2987.69,organic,2016,Tampa
10256,1.63,699763.35,322439.0,organic,2016,TotalUS
10257,1.92,101890.97,29829.47,organic,2016,West
10258,2.27,4582.72,333.34,organic,2016,WestTexNewMexico
10259,1.46,58375.1,295043.20947097597,conventional,2016,Albany
10260,1.26,917091.3424611753,176420.62,conventional,2016,Atlanta
10261,1.86,917091.3424611753,131613.96,conventional,2016,BaltimoreWashington
10262,1.34,59788.57,23625.96,conventional,2016,Boise
10263,1.67,376500.91,62709.0,conventional,2016,Boston
10264,1.65,71163.53,13874.57,conventional,2016,BuffaloRochester
10265,1.68,3139833.5,734907.62,conventional,2016,California
10266,1.58,142955.49,47315.53,conventional,2016,Charlotte
10267,2.07,375213.57,54407.2,conventional,2016,Chicago
10268,1.02,241671.24,149323.28,conventional,2016,CincinnatiDayton
10269,1.1,138565.73,45753.14,conventional,2016,Columbus
10270,1.14,801081.72,209814.99,conventional,2016,DallasFtWorth
10271,1.13,576353.94,221228.08,conventional,2016,Denver
10272,1.396017972711152,193940.78,295043.20947097597,conventional,2016,Detroit
10273,1.42,107013.58,21613.02,conventional,2016,GrandRapids
10274,1.36,2275351.91,774581.16,conventional,2016,GreatLakes
10275,1.59,171652.4,57336.92,conventional,2016,HarrisburgScranton
10276,1.81,180113.35,46220.84,conventional,2016,HartfordSpringfield
10277,1.15,709890.11,178835.52,conventional,2016,Houston
10278,1.2,139574.84,67163.41,conventional,2016,Indianapolis
10279,1.41,917091.3424611753,56588.47,conventional,2016,Jacksonville
10280,1.16,223089.05,105133.7,conventional,2016,LasVegas
10281,1.48,1499286.88,522578.51,conventional,2016,LosAngeles
10282,1.28,70137.79,32759.59,conventional,2016,Louisville
10283,1.57,403657.05,136321.14,conventional,2016,MiamiFtLauderdale
10284,1.48,2083054.88,655606.53,conventional,2016,Midsouth
10285,1.18,151715.9,68420.42,conventional,2016,Nashville
10286,1.48,163510.83,69825.32,conventional,2016,NewOrleansMobile
10287,1.99,618279.77,171466.66,conventional,2016,NewYork
10288,1.72,2364424.49,295043.20947097597,conventional,2016,Northeast
10289,1.52,255455.34,55043.14,conventional,2016,NorthernNewEngland
10290,1.54,917091.3424611753,87706.1,conventional,2016,Orlando
10291,1.83,254423.1,89982.39,conventional,2016,Philadelphia
10292,1.11,644652.47,231440.64,conventional,2016,PhoenixTucson
10293,1.25,86820.55,38986.35,conventional,2016,Pittsburgh
10294,1.54,1058938.09,286597.59,conventional,2016,Plains
10295,1.4,407047.88,211839.83,conventional,2016,Portland
10296,1.42,211956.24,60952.92,conventional,2016,RaleighGreensboro
10297,1.396017972711152,174400.73,44142.49,conventional,2016,RichmondNorfolk
10298,1.26,105608.34,40284.65,conventional,2016,Roanoke
10299,1.79,238699.3,20977.23,conventional,2016,Sacramento
10300,1.65,270941.97,48144.51,conventional,2016,SanDiego
10301,2.2,477937.8,59465.15,conventional,2016,SanFrancisco
10302,1.42,368056.21,205984.84,conventional,2016,Seattle
10303,1.43,227993.9,74431.4,conventional,2016,SouthCarolina
10304,1.19,3733135.22,993407.53,conventional,2016,SouthCentral
10305,1.44,2502552.63,964607.84,conventional,2016,Southeast
10306,1.39,51300.44,27285.86,conventional,2016,Spokane
10307,1.01,128966.42,71015.07,conventional,2016,StLouis
10308,1.396017972711152,33699.68,295043.20947097597,conventional,2016,Syracuse
10309,1.52,265332.11,295043.20947097597,conventional,2016,Tampa
10310,1.43,21009730.21,6604079.78,conventional,2016,TotalUS
10311,1.26,3852439.62,1577393.01,conventional,2016,West
10312,1.11,474480.97,170583.0,conventional,2016,WestTexNewMexico
10313,1.396017972711152,1326.8,1175.73,organic,2016,Albany
10314,2.25,7568.41,1067.73,organic,2016,Atlanta
10315,1.85,17148.36,3435.38,organic,2016,BaltimoreWashington
10316,1.87,872.07,522.18,organic,2016,Boise
10317,1.396017972711152,8408.0,7479.21,organic,2016,Boston
10318,1.63,563.06,433.33,organic,2016,BuffaloRochester
10319,2.49,96095.1,25482.79,organic,2016,California
10320,1.66,10446.48,4142.06,organic,2016,Charlotte
10321,2.23,32607.37,2998.19,organic,2016,Chicago
10322,1.52,15523.6,4965.51,organic,2016,CincinnatiDayton
10323,1.8,5890.85,2367.51,organic,2016,Columbus
10324,1.34,17098.36,12092.0,organic,2016,DallasFtWorth
10325,1.81,23733.43,86.67,organic,2016,Denver
10326,1.77,13787.12,2995.94,organic,2016,Detroit
10327,2.11,740.33,343.33,organic,2016,GrandRapids
10328,1.86,112134.82,34640.95,organic,2016,GreatLakes
10329,1.396017972711152,4036.39,3564.29,organic,2016,HarrisburgScranton
10330,2.34,4272.13,1260.77,organic,2016,HartfordSpringfield
10331,1.46,28128.59,9626.4,organic,2016,Houston
10332,2.1,3125.55,1340.3,organic,2016,Indianapolis
10333,1.41,4355.53,3767.65,organic,2016,Jacksonville
10334,2.76,3238.28,206.87,organic,2016,LasVegas
10335,2.1,48849.52,295043.20947097597,organic,2016,LosAngeles
10336,1.82,2038.12,340.57,organic,2016,Louisville
10337,1.58,385.55,330.0,organic,2016,MiamiFtLauderdale
10338,1.78,97718.73,34411.46,organic,2016,Midsouth
10339,1.68,6293.04,559.93,organic,2016,Nashville
10340,1.59,3649.01,3482.77,organic,2016,NewOrleansMobile
10341,2.25,25450.53,1303.03,organic,2016,NewYork
10342,1.96,72130.37,37533.49,organic,2016,Northeast
10343,1.396017972711152,7404.92,7223.15,organic,2016,NorthernNewEngland
10344,1.56,3758.96,295043.20947097597,organic,2016,Orlando
10345,2.39,6531.71,1686.87,organic,2016,Philadelphia
10346,2.62,5394.03,498.49,organic,2016,PhoenixTucson
10347,1.54,8707.36,7698.1,organic,2016,Pittsburgh
10348,1.8,33702.09,19465.63,organic,2016,Plains
10349,1.396017972711152,7136.88,627.49,organic,2016,Portland
10350,1.83,13196.5,295043.20947097597,organic,2016,RaleighGreensboro
10351,1.76,6706.92,2268.05,organic,2016,RichmondNorfolk
10352,1.77,6335.66,2079.89,organic,2016,Roanoke
10353,2.44,5676.57,510.49,organic,2016,Sacramento
10354,2.74,8933.54,545.67,organic,2016,SanDiego
10355,3.25,16700.94,3232.16,organic,2016,SanFrancisco
10356,2.73,13588.39,1424.42,organic,2016,Seattle
10357,1.73,8600.52,4072.32,organic,2016,SouthCarolina
10358,1.48,94332.98,48810.74,organic,2016,SouthCentral
10359,1.75,44666.0,23494.63,organic,2016,Southeast
10360,2.89,1043.41,28.06,organic,2016,Spokane
10361,1.0,6655.57,5217.73,organic,2016,StLouis
10362,1.73,667.95,605.4,organic,2016,Syracuse
10363,1.47,3023.03,2526.78,organic,2016,Tampa
10364,1.93,647723.55,238403.47,organic,2016,TotalUS
10365,2.16,96943.41,14563.71,organic,2016,West
10366,2.57,5647.48,180.0,organic,2016,WestTexNewMexico
10367,1.63,57178.2,10905.44,conventional,2016,Albany
10368,1.29,393826.35,161367.01,conventional,2016,Atlanta
10369,1.8,537945.82,150652.7,conventional,2016,BaltimoreWashington
10370,1.37,59587.14,24070.04,conventional,2016,Boise
10371,1.62,366175.49,295043.20947097597,conventional,2016,Boston
10372,1.64,81691.65,23612.65,conventional,2016,BuffaloRochester
10373,1.68,917091.3424611753,829275.46,conventional,2016,California
10374,1.57,917091.3424611753,52447.98,conventional,2016,Charlotte
10375,2.07,376476.71,59042.39,conventional,2016,Chicago
10376,1.08,239233.63,143431.35,conventional,2016,CincinnatiDayton
10377,1.41,114207.94,33976.41,conventional,2016,Columbus
10378,1.14,894904.55,216300.66,conventional,2016,DallasFtWorth
10379,1.31,533947.5,256167.96,conventional,2016,Denver
10380,1.4,231422.37,98886.23,conventional,2016,Detroit
10381,1.67,100001.45,36487.48,conventional,2016,GrandRapids
10382,1.48,2222383.47,785705.7,conventional,2016,GreatLakes
10383,1.55,174837.42,52112.88,conventional,2016,HarrisburgScranton
10384,1.83,173620.97,295043.20947097597,conventional,2016,HartfordSpringfield
10385,1.12,782911.25,181075.54,conventional,2016,Houston
10386,1.37,126205.09,59969.03,conventional,2016,Indianapolis
10387,1.41,127895.28,61904.85,conventional,2016,Jacksonville
10388,1.2,225301.45,102969.69,conventional,2016,LasVegas
10389,1.52,1595013.07,551264.98,conventional,2016,LosAngeles
10390,1.27,70881.52,34375.02,conventional,2016,Louisville
10391,1.51,426159.64,152718.73,conventional,2016,MiamiFtLauderdale
10392,1.54,2077507.41,688287.33,conventional,2016,Midsouth
10393,1.31,917091.3424611753,66459.21,conventional,2016,Nashville
10394,1.49,183542.31,61605.72,conventional,2016,NewOrleansMobile
10395,1.93,917091.3424611753,293163.22,conventional,2016,NewYork
10396,1.71,2507401.04,753561.17,conventional,2016,Northeast
10397,1.47,242666.87,50130.25,conventional,2016,NorthernNewEngland
10398,1.47,917091.3424611753,89681.46,conventional,2016,Orlando
10399,1.86,269770.44,90998.35,conventional,2016,Philadelphia
10400,1.0,734433.2,229175.79,conventional,2016,PhoenixTucson
10401,1.396017972711152,92657.44,39194.14,conventional,2016,Pittsburgh
10402,1.55,1281023.69,331202.34,conventional,2016,Plains
10403,1.35,467433.56,253454.94,conventional,2016,Portland
10404,1.53,215345.69,68180.98,conventional,2016,RaleighGreensboro
10405,1.39,169723.23,46648.86,conventional,2016,RichmondNorfolk
10406,1.39,104169.98,41053.2,conventional,2016,Roanoke
10407,1.78,266345.33,33681.11,conventional,2016,Sacramento
10408,1.68,292299.52,56008.44,conventional,2016,SanDiego
10409,2.07,492504.81,74657.63,conventional,2016,SanFrancisco
10410,1.43,446970.37,257584.41,conventional,2016,Seattle
10411,1.5,917091.3424611753,73311.98,conventional,2016,SouthCarolina
10412,1.16,4214624.13,964604.48,conventional,2016,SouthCentral
10413,1.44,2590997.85,980839.72,conventional,2016,Southeast
10414,1.48,61365.68,28679.31,conventional,2016,Spokane
10415,1.25,139697.75,64456.08,conventional,2016,StLouis
10416,1.59,38868.74,11213.24,conventional,2016,Syracuse
10417,1.46,284328.38,105649.67,conventional,2016,Tampa
10418,1.44,22534698.38,7098159.72,conventional,2016,TotalUS
10419,1.26,4245702.35,1764683.5,conventional,2016,West
10420,0.99,643630.66,189492.08,conventional,2016,WestTexNewMexico
10421,1.93,2674.0,2419.81,organic,2016,Albany
10422,1.64,12410.85,5418.56,organic,2016,Atlanta
10423,2.28,14538.3,5649.48,organic,2016,BaltimoreWashington
10424,2.0,1394.87,668.17,organic,2016,Boise
10425,1.72,9755.42,8433.13,organic,2016,Boston
10426,1.56,1186.44,1030.0,organic,2016,BuffaloRochester
10427,2.37,119037.25,40539.67,organic,2016,California
10428,1.92,9664.27,5583.01,organic,2016,Charlotte
10429,2.24,28818.87,3813.33,organic,2016,Chicago
10430,0.9,27345.45,18371.98,organic,2016,CincinnatiDayton
10431,0.89,16601.25,13166.7,organic,2016,Columbus
10432,1.36,25468.3,295043.20947097597,organic,2016,DallasFtWorth
10433,1.74,13748.96,880.5,organic,2016,Denver
10434,0.79,34582.48,26280.67,organic,2016,Detroit
10435,2.17,917091.3424611753,583.33,organic,2016,GrandRapids
10436,1.25,175323.06,108528.16,organic,2016,GreatLakes
10437,1.9,5678.73,5374.95,organic,2016,HarrisburgScranton
10438,2.57,6674.17,3438.63,organic,2016,HartfordSpringfield
10439,1.43,34163.02,19925.45,organic,2016,Houston
10440,1.396017972711152,4057.85,2190.57,organic,2016,Indianapolis
10441,1.43,3789.61,3402.86,organic,2016,Jacksonville
10442,1.94,6815.62,1835.57,organic,2016,LasVegas
10443,1.94,64388.86,295043.20947097597,organic,2016,LosAngeles
10444,1.17,4143.28,2407.42,organic,2016,Louisville
10445,1.64,3297.5,3256.66,organic,2016,MiamiFtLauderdale
10446,1.48,134399.76,82946.7,organic,2016,Midsouth
10447,0.88,14545.51,9102.72,organic,2016,Nashville
10448,1.66,3968.96,3838.88,organic,2016,NewOrleansMobile
10449,1.396017972711152,25247.34,2266.42,organic,2016,NewYork
10450,2.07,89099.08,56488.43,organic,2016,Northeast
10451,1.84,12574.7,12233.07,organic,2016,NorthernNewEngland
10452,1.56,6077.14,5135.91,organic,2016,Orlando
10453,2.32,7734.59,4233.4,organic,2016,Philadelphia
10454,2.35,8304.78,1162.11,organic,2016,PhoenixTucson
10455,1.53,8022.27,7056.93,organic,2016,Pittsburgh
10456,1.76,43201.25,25395.47,organic,2016,Plains
10457,1.79,25232.75,14109.08,organic,2016,Portland
10458,1.85,13651.72,9449.44,organic,2016,RaleighGreensboro
10459,1.16,12920.67,9008.89,organic,2016,RichmondNorfolk
10460,0.96,13847.12,10233.95,organic,2016,Roanoke
10461,2.82,5372.3,497.04,organic,2016,Sacramento
10462,2.51,11300.17,2431.23,organic,2016,SanDiego
10463,3.12,19043.8,3105.97,organic,2016,SanFrancisco
10464,1.69,35103.94,23597.98,organic,2016,Seattle
10465,1.67,10649.94,6981.28,organic,2016,SouthCarolina
10466,1.44,132275.3,88073.25,organic,2016,SouthCentral
10467,1.62,63877.72,43106.65,organic,2016,Southeast
10468,2.02,1894.26,914.82,organic,2016,Spokane
10469,1.29,7312.47,4610.77,organic,2016,StLouis
10470,1.7,1141.59,1034.87,organic,2016,Syracuse
10471,1.52,5424.32,4923.82,organic,2016,Tampa
10472,1.68,897671.29,509284.87,organic,2016,TotalUS
10473,1.84,917091.3424611753,64206.54,organic,2016,West
10474,2.01,8433.01,1861.76,organic,2016,WestTexNewMexico
10475,1.62,63608.01,10212.7,conventional,2016,Albany
10476,1.25,408260.87,158765.38,conventional,2016,Atlanta
10477,1.73,559978.64,155102.07,conventional,2016,BaltimoreWashington
10478,1.28,67212.14,26055.98,conventional,2016,Boise
10479,1.56,397601.1,74205.41,conventional,2016,Boston
10480,1.396017972711152,87366.58,28872.81,conventional,2016,BuffaloRochester
10481,1.48,3848128.2,1040994.32,conventional,2016,California
10482,1.64,144089.12,45377.66,conventional,2016,Charlotte
10483,1.82,436710.91,64297.63,conventional,2016,Chicago
10484,1.07,249072.9,153091.07,conventional,2016,CincinnatiDayton
10485,1.38,116814.65,36228.89,conventional,2016,Columbus
10486,1.08,894000.36,210000.26,conventional,2016,DallasFtWorth
10487,1.18,661296.8,314722.5,conventional,2016,Denver
10488,1.39,236523.09,295043.20947097597,conventional,2016,Detroit
10489,1.59,118566.57,51449.42,conventional,2016,GrandRapids
10490,1.41,2348814.17,863462.99,conventional,2016,GreatLakes
10491,1.42,197920.72,66201.92,conventional,2016,HarrisburgScranton
10492,1.82,184928.64,52579.04,conventional,2016,HartfordSpringfield
10493,1.05,828866.8,160654.4,conventional,2016,Houston
10494,1.29,127579.36,60520.51,conventional,2016,Indianapolis
10495,1.31,140702.87,66101.0,conventional,2016,Jacksonville
10496,1.396017972711152,259546.55,105689.08,conventional,2016,LasVegas
10497,1.29,1913492.61,709659.69,conventional,2016,LosAngeles
10498,1.34,64958.65,32830.33,conventional,2016,Louisville
10499,1.43,478305.06,181060.53,conventional,2016,MiamiFtLauderdale
10500,1.52,2075282.76,662817.78,conventional,2016,Midsouth
10501,1.396017972711152,141387.19,68750.89,conventional,2016,Nashville
10502,1.26,225721.51,61622.69,conventional,2016,NewOrleansMobile
10503,1.9,917091.3424611753,295043.20947097597,conventional,2016,NewYork
10504,1.67,2706838.44,768461.48,conventional,2016,Northeast
10505,1.48,268388.51,42414.39,conventional,2016,NorthernNewEngland
10506,1.4,250639.48,102797.21,conventional,2016,Orlando
10507,1.72,293852.55,100204.75,conventional,2016,Philadelphia
10508,0.94,911367.38,269424.47,conventional,2016,PhoenixTucson
10509,1.26,86306.22,35705.88,conventional,2016,Pittsburgh
10510,1.57,1187396.84,310620.8,conventional,2016,Plains
10511,1.22,487762.79,262247.96,conventional,2016,Portland
10512,1.396017972711152,211408.68,60738.47,conventional,2016,RaleighGreensboro
10513,1.33,177641.28,43970.14,conventional,2016,RichmondNorfolk
10514,1.41,917091.3424611753,35546.5,conventional,2016,Roanoke
10515,1.62,277735.11,38279.56,conventional,2016,Sacramento
10516,1.37,353828.79,88686.27,conventional,2016,SanDiego
10517,1.396017972711152,506543.8,75836.18,conventional,2016,SanFrancisco
10518,1.43,472868.46,259105.95,conventional,2016,Seattle
10519,1.41,255288.43,78418.87,conventional,2016,SouthCarolina
10520,1.11,4224677.32,892446.1,conventional,2016,SouthCentral
10521,1.37,2819888.75,1080426.19,conventional,2016,Southeast
10522,1.07,99460.72,55964.75,conventional,2016,Spokane
10523,1.34,128094.25,57078.25,conventional,2016,StLouis
10524,1.62,39271.46,10590.84,conventional,2016,Syracuse
10525,1.38,323761.18,130003.72,conventional,2016,Tampa
10526,1.36,917091.3424611753,7602861.9,conventional,2016,TotalUS
10527,1.18,4864099.95,1983632.19,conventional,2016,West
10528,0.96,690820.58,207108.43,conventional,2016,WestTexNewMexico
10529,2.0,2084.37,1817.5,organic,2016,Albany
10530,1.63,11118.24,6326.05,organic,2016,Atlanta
10531,2.2,11635.47,4215.66,organic,2016,BaltimoreWashington
10532,1.92,1821.9,1168.14,organic,2016,Boise
10533,1.59,9660.96,8505.8,organic,2016,Boston
10534,1.396017972711152,1146.07,878.4,organic,2016,BuffaloRochester
10535,2.13,122099.57,48370.26,organic,2016,California
10536,1.94,8516.76,4726.88,organic,2016,Charlotte
10537,2.25,28482.64,3414.72,organic,2016,Chicago
10538,1.52,9515.89,3091.12,organic,2016,CincinnatiDayton
10539,1.18,10485.95,6980.24,organic,2016,Columbus
10540,1.32,25020.67,17806.09,organic,2016,DallasFtWorth
10541,1.396017972711152,24113.8,14670.6,organic,2016,Denver
10542,1.08,22242.88,14422.28,organic,2016,Detroit
10543,2.28,1284.68,393.33,organic,2016,GrandRapids
10544,1.58,123515.34,61252.7,organic,2016,GreatLakes
10545,1.74,3601.66,295043.20947097597,organic,2016,HarrisburgScranton
10546,2.68,5260.62,2150.49,organic,2016,HartfordSpringfield
10547,1.1,38684.7,24809.95,organic,2016,Houston
10548,1.71,3392.09,2059.39,organic,2016,Indianapolis
10549,1.47,4890.43,4366.7,organic,2016,Jacksonville
10550,1.51,11117.12,295043.20947097597,organic,2016,LasVegas
10551,1.7,66733.93,36978.22,organic,2016,LosAngeles
10552,0.94,4559.57,3349.11,organic,2016,Louisville
10553,1.55,3847.1,3826.67,organic,2016,MiamiFtLauderdale
10554,1.53,106921.43,64840.85,organic,2016,Midsouth
10555,0.98,11863.79,7876.97,organic,2016,Nashville
10556,1.51,5038.15,4938.36,organic,2016,NewOrleansMobile
10557,2.65,28406.0,5003.42,organic,2016,NewYork
