AveragePrice,TotalVolume,4046,4225,4770,TotalBags,SmallBags,LargeBags,XLargeBags,type,year,region,split
2.63,1600.11,75.82,540.2,0.0,984.09,174.77,809.32,0.0,1,2017,3,-0.7026559967758003
1.74,25480.22,20.49,1076.33,0.0,295043.209470976,23213.93,1169.47,0.0,1,2017,4,-1.4269127708703633
1.8,4946.72,408.05,156.35,0.0,4382.32,1514.57,2867.75,0.0,1,2017,5,1.0365744877924112
1.3960179727111521,140337.35,40795.15,62854.16,0.0,36688.04,36679.32,8.72,4405.6384670481,1,2017,6,-0.09032598084797036
1.96,26481.45,245.66,17923.99,0.0,8311.8,8311.8,0.0,0.0,1,2017,8,1.5986412113212247
1.3960179727111521,24831.19,8554.15,657.97,0.0,15619.07,15605.74,13.33,0.0,1,2017,11,-0.24246362467010188
2.06,23548.78,6045.36,524.69,38.87,295043.209470976,16816.35,123.51,0.0,1,2017,12,2.0705931188897417
1.4,8021.16,156.05,1074.4,0.0,6790.71,6756.95,33.76,0.0,1,2017,14,-0.947847996104069
1.82,148357.84,3861.68,42215.34,0.0,102115.35,81205.15,20910.2,0.0,1,2017,15,1.1696693757308336
1.51,24664.15,322.83,178.36,7.37,24155.59,24150.68,75899.23798835442,0.0,1,2017,16,0.1979176366578513
2.08,18016.66,87.47,3878.36,1.4,14049.43,14049.43,0.0,0.0,1,2017,17,0.00968103498240731
1.8,12934.91,6537.25,20.37,0.0,6377.29,6377.29,0.0,0.0,1,2017,18,0.33712709314520667
1.69,8687.85,136.58,1330.54,0.0,7212.8,4741.31,2471.49,0.0,1,2017,19,1.5425001312696913
2.35,4093.34,195.54,665.8,0.0,3232.0,212419.8848198304,1050.35,0.0,1,2017,20,-0.11131518019031458
2.32,64680.12,11202.9,25484.11,0.0,27993.11,27987.79,5.32,0.0,1,2017,22,-0.7000067192932029
2.0,3517.63,2.58,948.75,0.0,2566.3,1066.09,1500.21,4405.6384670481,1,2017,23,0.9393789450830756
1.63,6601.76,248.6,125.76,0.0,6227.4,5804.52,422.88,0.0,1,2017,27,-0.06421285550700163
2.07,90178.82,5734.05,28471.55,57.34,55915.88,55915.88,0.0,0.0,1,2017,28,-0.25402281612203337
1.3960179727111521,244428.88,10454.25,38728.87,60.38,195185.38,188367.7,6817.68,0.0,1,2017,29,0.7195035016546564
1.68,16452.15,4.84,169.28,0.0,16278.03,16278.03,0.0,0.0,1,2017,30,1.2900397411545226
2.12,5927.43,298153.02075182484,826.99,0.0,4849.47,4658.17,191.3,4405.6384670481,1,2017,31,1.1854356120124492
1.67,34277.44,1551.8,5487.54,5.95,27232.15,27232.15,0.0,0.0,1,2017,32,0.06921233292023389
1.85,11906.54,3667.46,633.24,0.0,7605.84,7554.42,51.42,0.0,1,2017,33,-1.2856074573174798
1.48,9267.69,1076.06,21.1,22463.61928975053,8170.53,8167.2,3.33,0.0,1,2017,34,0.6055569366640245
2.84,14781.24,182.73,1918.62,6.53,12673.36,1401.92,11193.49,77.95,1,2017,36,0.7253873715085071
2.89,13472.37,145.75,4564.2,22463.61928975053,8624.89,8026.52,598.37,0.0,1,2017,37,0.3980814142971761
2.0,13661.82,526.93,3525.9,42.94,9566.05,7880.01,1686.04,0.0,1,2017,38,-0.75864619485953
2.19,8032.49,258.82,1879.95,0.0,5893.72,3563.69,2330.03,0.0,1,2017,39,1.3150746553747963
1.96,917091.3424611752,3074.0,3484.74,0.0,1476.41,1476.41,0.0,0.0,1,2017,40,-1.3648705731829505
2.37,12770.99,1925.87,9140.03,0.0,1705.09,1705.09,0.0,0.0,1,2017,41,0.9230329884363897
2.05,28335.3,16389.89,11491.2,0.0,454.21,454.21,0.0,0.0,1,2017,42,0.9500326008318261
2.87,27205.13,1051.52,10952.09,8.82,15192.7,1109.64,14018.66,64.4,1,2017,43,-0.8536899660071553
2.02,14718.3,178.69,2712.13,113.06,11714.42,11246.85,467.57,0.0,1,2017,44,0.7736042533562293
1.75,108438.31,31218.95,4601.22,0.0,72618.14,71103.81,1514.33,0.0,1,2017,45,0.2570677095335182
1.8,2095.4,85.58,65.73,22463.61928975053,1944.09,1118.06,826.03,0.0,1,2017,49,0.08348794251563588
1.76,3548.76,33.93,2.62,0.0,3512.21,212419.8848198304,6.67,0.0,1,2017,50,-0.47685640534630236
2.46,149611.1,21079.04,30452.07,74.05,98005.94,61940.51,35933.2,132.23,1,2017,52,0.4568941367104037
1.41,80109.29,3986.2,66934.64,33.59,9154.86,212419.8848198304,3851.75,13.33,0,2017,0,-1.4342728444395263
1.73,65336.49,35146.94,2637.92,5498.75,22052.88,15258.22,6770.69,23.97,0,2017,3,0.726203876083131
1.58,462796.84,11826.63,323528.38,1322.39,126119.44,89622.85,36416.59,80.0,0,2017,4,1.2901492539941333
1.3960179727111521,140652.67,7007.92,59413.46,47.77,74183.52,60985.17,12841.68,356.67,0,2017,5,-1.7961080545256294
1.72,4167531.38,1571529.56,1556655.98,128019.39,911326.45,860705.01,18473.03,32148.41,0,2017,6,-1.445876057183858
1.61,192447.11,56017.67,64593.12,5176.8,66659.52,62156.95,4502.57,0.0,0,2017,7,-0.5864512595708187
1.7,120600.86,51846.36,16291.52,935.87,51527.11,44154.52,7205.75,166.84,0,2017,10,1.4883765423519526
1.47,557213.38,150991.79,156645.07,2422.09,247154.43,113823.49,133330.94,0.0,0,2017,12,0.5515132157991061
1.86,917091.3424611752,421369.74,851995.69,199189.12,885607.88,597800.84,252502.35,35304.69,0,2017,15,-1.0199519148038452
1.46,189035.91,32973.74,107531.22,54.93,48476.02,47545.72,763.63,166.67,0,2017,16,1.620075986913168
1.54,222593.17,7488.87,162728.73,73.1,52302.47,50193.57,2102.23,6.67,0,2017,17,-0.4289287943276912
1.2,964460.21,460806.95,171011.56,2264.51,330377.19,229435.93,100937.93,3.33,0,2017,18,-0.9619795716747881
1.86,126434.16,7889.87,55951.98,22463.61928975053,295043.209470976,31782.33,75899.23798835442,263.93,0,2017,19,-0.7090746223331104
1.3960179727111521,141725.96,82016.13,13544.55,24.82,46140.46,212419.8848198304,37219.73,60.0,0,2017,20,-0.8071146688144051
1.58,201028.75,64271.49,63852.15,109.31,72795.8,45361.66,27434.14,4405.6384670481,0,2017,21,-0.6740618176426506
1.3960179727111521,1865690.48,837463.16,295828.4299183668,84556.11,586009.15,543636.79,13163.62,29208.74,0,2017,22,1.5486406309005734
1.73,68830.07,2265.55,31173.61,79.54,35311.37,14322.14,75899.23798835442,20.0,0,2017,23,0.47182764897709184
1.84,409206.24,278164.17,53156.3,50.37,77835.4,16642.51,61152.89,40.0,0,2017,24,0.6014684019540476
1.55,2466838.85,512068.16,1116827.87,20473.18,817469.64,716654.48,98413.44,4405.6384670481,0,2017,25,0.3052904502037036
1.3960179727111521,167440.24,70892.31,29793.52,69.77,66684.64,56309.28,10118.1,257.26,0,2017,26,1.6613974850706563
1.62,219275.21,136981.14,25106.49,108.0,57079.58,46789.06,10177.19,113.33,0,2017,27,-0.7798133960078361
1.54,3350043.59,255828.11,2093753.14,5689.66,994772.68,824931.93,168244.08,1596.67,0,2017,29,2.5023822484508185
1.59,281832.66,17182.07,213664.48,1190.12,49795.99,18883.66,30805.66,106.67,0,2017,30,-1.3454422696336594
1.54,366239.72,41947.51,195393.08,131.65,128767.48,114989.9,13754.25,23.33,0,2017,32,-0.42272109631364685
1.22,731289.23,375755.8,152686.3,2172.41,200674.72,139237.45,61433.94,3.33,0,2017,33,0.3280802610011035
1.29,104613.01,43083.52,24457.99,1747.08,35324.42,27434.82,7722.93,4405.6384670481,0,2017,34,-0.9529605384562241
1.66,1369417.02,603285.91,339221.28,6807.98,420101.85,365945.02,54079.47,77.36,0,2017,35,-0.9918896845211108
1.83,378220.95,99284.19,295828.4299183668,12499.89,161992.34,91160.7,70070.11,761.53,0,2017,36,-0.4212822482210124
1.44,200632.61,44304.44,81995.44,1367.96,72964.77,70410.57,2293.63,260.57,0,2017,38,0.2015715175101406
1.5,113231.66,26063.47,35969.8,45.25,51153.14,47157.59,3583.02,412.53,0,2017,39,0.6723170270127201
1.61,354589.37,124583.84,189307.81,912.4,39785.32,39044.8,587.02,153.5,0,2017,40,0.7498177433914472
1.81,648318.59,129172.57,428254.49,3490.1,87401.43,86891.91,163.49,346.03,0,2017,42,-2.3558975573539396
1.88,431277.46,101821.26,168223.74,648.37,160584.09,96743.5,75899.23798835442,904.2,0,2017,43,0.17740177430039122
1.46,311277.81,145609.4,70155.27,1756.44,93756.7,65724.25,27476.84,555.61,0,2017,44,-0.07365244626465339
1.27,4685091.86,2583311.02,836032.28,7144.13,1258604.43,897888.6,358252.41,2463.42,0,2017,45,0.5173371557503536
1.66,2816590.79,1623450.57,438322.06,2874.78,751943.38,367156.52,382447.49,2339.37,0,2017,46,-0.9622713072657382
1.72,122734.74,52470.0,9190.83,74.85,60999.06,46655.44,14303.89,39.73,0,2017,48,1.7260756885564201
1.38,62352.95,298153.02075182484,36375.29,17.24,22353.58,17869.41,4337.5,146.67,0,2017,49,-0.6970719740230951
1.76,304681.73,207920.64,40380.01,42.41,56338.67,8294.86,48037.14,6.67,0,2017,50,-1.761449649453875
1.57,25394902.82,9153158.54,295828.4299183668,417270.7,7496231.71,5494163.7,1923561.42,78506.59,0,2017,51,-0.9428806336936726
1.53,4181226.81,1582315.47,1095433.56,47072.46,1456405.32,863081.25,591149.15,2174.92,0,2017,52,0.20382662508161437
1.55,3431.2,30.32,215.1,0.0,3185.78,3185.78,0.0,0.0,1,2017,0,1.1347593348960159
2.54,17292.22,521.38,5064.08,0.0,295043.209470976,4932.3,6774.46,0.0,1,2017,1,-0.34114316693141267
1.54,59452.63,2003.4,8036.61,72.28,49340.34,49340.34,0.0,0.0,1,2017,2,3.2794522103150086
2.65,1491.87,67.41,563.56,0.0,860.9,152.33,707.07,1.5,1,2017,3,0.9352402193846127
1.3960179727111521,31066.35,7.65,1268.05,0.0,29790.65,29698.52,92.13,0.0,1,2017,4,-0.031693327627822156
1.3960179727111521,7698.45,274.35,139.9,0.0,295043.209470976,6095.36,1188.84,4405.6384670481,1,2017,5,-0.19568084758862403
2.18,152064.59,48806.34,66114.77,0.0,37143.48,37121.28,22.2,0.0,1,2017,6,-0.792970529805095
2.77,8821.08,22.96,4305.79,22463.61928975053,4335.23,4168.73,166.5,0.0,1,2017,7,-0.8669701629334056
2.13,28047.95,123.84,20717.47,22463.61928975053,7206.64,7206.64,0.0,0.0,1,2017,8,0.04299074567503778
2.14,11956.98,294.89,3982.86,0.0,7679.23,2517.66,5161.57,4405.6384670481,1,2017,9,1.2707766523370412
1.3960179727111521,20021.49,6047.16,554.4,0.0,295043.209470976,13403.27,75899.23798835442,0.0,1,2017,11,0.006826184172730815
2.02,22029.46,6551.62,478.17,20.59,14979.08,212419.8848198304,13.02,0.0,1,2017,12,0.15685528257983428
1.85,17461.53,432.3,3502.18,0.0,13499.2,11092.84,2406.36,0.0,1,2017,13,-0.29849576099344427
1.4,8378.17,44.49,818.97,0.0,7514.71,7514.71,75899.23798835442,0.0,1,2017,14,1.5770662817043541
1.3960179727111521,151888.89,3588.06,43683.43,0.0,104460.38,81696.7,75899.23798835442,0.0,1,2017,15,-1.5433971200317893
1.51,20994.85,298.41,248.18,18.48,20429.78,20429.78,0.0,0.0,1,2017,16,0.31879949066036856
1.96,18572.79,68.7,4275.95,11.18,14216.96,14216.96,0.0,0.0,1,2017,17,-1.9133860128604765
1.92,23279.61,21890.54,64.81,0.0,1324.26,1320.93,3.33,0.0,1,2017,18,0.252196729612405
1.73,8437.05,125.46,295828.4299183668,0.0,7066.78,4410.62,2656.16,0.0,1,2017,19,0.8801185034153374
2.58,3993.7,226.97,295828.4299183668,0.0,2858.86,786.67,2072.19,0.0,1,2017,20,0.4978903279199949
2.32,64855.01,12786.21,24889.5,22463.61928975053,27179.3,27160.25,19.05,0.0,1,2017,22,-0.6748422775817196
1.76,1306.18,44.29,15.22,0.0,1246.67,1246.67,0.0,0.0,1,2017,24,0.7557726085744941
1.93,158623.92,3307.02,36351.09,628.33,118337.48,102794.03,15543.45,0.0,1,2017,25,1.180833195576139
2.19,8579.11,117.04,2557.35,0.0,5904.72,1778.3,4126.42,0.0,1,2017,26,-0.46317452615866195
1.89,6311.86,313.42,179.09,0.0,5819.35,5023.34,796.01,0.0,1,2017,27,1.0754696491427376
1.3960179727111521,238274.56,9146.68,34141.63,22463.61928975053,194941.84,193019.04,1922.8,0.0,1,2017,29,0.07649471584123083
1.54,15649.28,5.62,147.09,0.0,15496.57,15496.57,0.0,0.0,1,2017,30,1.1241728623608005
1.62,917091.3424611752,1230.31,4224.35,5.17,25236.33,25236.33,0.0,0.0,1,2017,32,-0.04057824845819894
1.82,12009.4,3712.48,307.14,0.0,7989.78,7976.99,12.79,0.0,1,2017,33,1.145436306043914
1.43,10257.52,1124.54,21.22,0.0,9111.76,9111.76,0.0,0.0,1,2017,34,0.2881718022158304
2.92,10297.07,89.79,4298.97,161.11,5747.2,5319.2,428.0,0.0,1,2017,37,-1.775678201720241
1.59,14824.51,336.19,2732.34,44.13,11711.85,10680.64,1031.21,0.0,1,2017,38,0.8794983263504867
1.9,7847.81,232.91,1598.3,0.0,6016.6,4434.42,1582.18,0.0,1,2017,39,-0.9766225811683521
1.92,9174.58,3470.19,3797.05,0.0,1907.34,1907.34,0.0,0.0,1,2017,40,1.3774077528178759
2.39,12673.52,2229.66,9322.51,0.0,1121.35,1121.35,0.0,0.0,1,2017,41,-1.196576247016687
2.04,32191.54,18705.05,12704.86,0.0,781.63,781.63,0.0,0.0,1,2017,42,-0.7834026366088758
2.86,21772.12,883.47,8062.13,7.57,295043.209470976,1109.17,11692.96,16.82,1,2017,43,-0.7442542453044904
2.21,11850.68,184.23,3603.67,86.44,7976.34,6711.54,1264.8,0.0,1,2017,44,0.7869018767148441
1.8,108093.32,298153.02075182484,3371.39,0.0,54966.22,53033.25,1932.97,0.0,1,2017,45,0.10325415038537199
2.94,2375.19,181.23,861.34,0.0,1332.62,312.22,1020.4,0.0,1,2017,47,-1.316588825517398
2.71,5269.51,31.82,1053.07,0.0,4184.62,57.77,4126.85,0.0,1,2017,48,2.617150091351216
1.43,4674.76,120.62,66.66,0.0,4487.48,4247.07,240.41,0.0,1,2017,49,-1.3643936672608763
1.78,1249.75,23.58,40.61,0.0,1185.56,1185.56,0.0,0.0,1,2017,50,0.8521044543392416
2.0,1074567.7,140979.17,243233.57,891.6,689301.75,582096.9,107163.76,41.09,1,2017,51,-0.48701272255252326
2.4,139471.62,22989.15,295828.4299183668,55.47,91030.47,60324.57,30664.81,41.09,1,2017,52,1.019895521915406
2.36,10464.29,1845.14,2819.17,0.0,5799.98,5796.65,3.33,0.0,1,2017,53,0.9922135052119246
1.64,68539.64,2508.62,56023.16,74.82,9933.04,5391.35,4541.69,0.0,0,2017,0,0.34736966655463863
1.5,403780.43,222498.3,45024.88,34.48,136222.77,88241.47,47954.41,26.89,0,2017,1,0.03038671093158143
1.59,676498.82,58682.06,451995.87,4487.7,295043.209470976,158072.68,3260.51,0.0,0,2017,2,0.23627362051276782
1.78,56671.53,29755.87,1936.46,5658.57,19320.63,13553.63,5756.46,10.54,0,2017,3,1.3572560180048812
1.62,498019.71,10697.54,384522.4,1718.59,101081.18,67635.26,33422.59,23.33,0,2017,4,-1.443894926219982
1.74,3937000.67,1383479.62,1575761.37,119703.21,858056.47,801572.79,24211.83,4405.6384670481,0,2017,6,-0.30858061893563904
2.07,551895.8,79162.45,322016.51,61656.4,89060.44,79455.71,9519.58,85.15,0,2017,8,-0.2295063855768451
1.79,182714.75,4560.35,68227.85,614.28,109312.27,22411.54,86693.86,206.87,0,2017,9,0.2704551125221209
1.69,120872.81,53450.48,16472.11,904.63,50045.59,44515.0,5349.24,181.35,0,2017,10,-1.7089843414752766
1.29,946384.19,523101.14,168546.34,891.04,253845.67,175955.59,75899.23798835442,82.92,0,2017,11,-0.07797069273522865
1.6,499761.73,125319.71,161435.81,191.97,212814.24,75919.39,136894.85,0.0,0,2017,12,-1.9524752583382963
1.82,234792.97,61575.52,32561.28,24622.65,116033.52,100643.36,4399.41,10990.75,0,2017,13,-0.3690705027424977
1.96,917091.3424611752,2101.47,48552.76,24966.57,37652.09,26290.1,3741.32,7620.67,0,2017,14,0.7508666897115055
1.83,2415482.04,458465.32,895147.87,165462.95,896405.9,603851.22,258959.51,33595.17,0,2017,15,-0.859214418293158
1.44,209982.19,36336.43,122032.96,70.71,51542.09,50219.51,1319.25,3.33,0,2017,16,-0.44655764014387334
1.25,949769.71,470511.08,145808.34,1812.37,331637.92,262287.19,69350.73,0.0,0,2017,18,1.0802731637509881
1.74,135854.22,7948.8,295828.4299183668,867.35,63551.01,31441.95,32031.35,77.71,0,2017,19,-0.38957733753739104
1.82,130570.77,82615.31,12009.49,64.82,35881.15,212419.8848198304,17288.94,0.0,0,2017,20,0.22649776381533612
1.61,917091.3424611752,59560.0,295828.4299183668,66.23,70274.94,42658.17,27616.77,0.0,0,2017,21,-1.506539359608146
1.75,1760610.46,768658.64,337637.65,79407.42,574906.75,529354.38,16258.82,29293.55,0,2017,22,-1.9146839863331693
1.88,59540.52,2256.64,25575.25,82.79,31625.84,12529.29,19096.55,0.0,0,2017,23,-0.8127421772372605
1.93,408851.65,291020.95,42336.4,237.74,75256.56,33217.53,42039.03,0.0,0,2017,24,0.6206988357375799
1.6,917091.3424611752,494295.13,1150979.86,19549.26,801385.83,704199.37,96708.78,477.68,0,2017,25,0.5682581241804726
1.7,205976.51,129861.05,22072.72,19.0,54023.74,44407.6,9616.14,0.0,0,2017,27,-0.21449684738419092
1.65,1178504.26,77197.18,716125.04,599.08,384582.96,362090.67,22488.31,3.98,0,2017,28,2.295334955621567
1.58,383655.09,47744.79,204123.34,395.52,131391.44,121155.89,10231.1,4.45,0,2017,32,0.4868883240895334
1.24,685443.39,337495.18,295828.4299183668,2333.48,190144.1,132493.63,57632.7,17.77,0,2017,33,0.14452330994843474
1.75,1384407.83,592804.14,295828.4299183668,21231.46,452107.21,379266.75,72783.69,56.77,0,2017,35,-0.4091178848740585
1.82,354180.85,93965.86,95406.48,13094.82,151713.69,93608.45,57417.88,687.36,0,2017,36,0.3774960383482452
1.54,273060.96,70581.38,111227.45,4434.42,86817.71,82873.27,3944.44,0.0,0,2017,37,0.2297554966178267
1.47,206719.88,298153.02075182484,84541.19,1112.71,78541.82,75856.02,2562.92,122.88,0,2017,38,0.2810889878785801
1.7,314818.19,89050.27,187831.17,962.78,36973.97,34708.41,75899.23798835442,196.32,0,2017,40,-1.8170867960509787
1.74,330959.91,123024.51,119911.94,17120.26,70903.2,67782.03,3117.48,3.69,0,2017,41,-0.4605164745901304
1.99,367468.92,78736.2,129549.89,781.61,158401.22,212419.8848198304,53318.88,731.33,0,2017,43,-0.3683012705833177
1.57,300285.1,147297.51,66856.69,1530.25,84600.65,61065.57,23511.35,23.73,0,2017,44,0.720377143704533
1.33,4405343.75,2350943.03,750401.85,6455.71,1297543.16,965684.93,331517.39,340.84,0,2017,45,0.4544641021681489
1.72,2761067.55,1656715.66,380146.9,2733.11,721471.88,441533.7,279631.41,306.77,0,2017,46,-0.12750766670420502
1.83,144890.83,55004.63,7796.72,126.19,81963.29,58921.39,23031.97,9.93,0,2017,48,1.3018147857724864
1.47,53868.66,4475.84,28923.06,29.25,20440.51,17095.79,3341.39,3.33,0,2017,49,-1.0064907192775878
1.86,293617.05,196122.05,29716.98,28.49,67749.53,32356.64,35372.89,20.0,0,2017,50,0.8628047129162572
1.62,24637148.38,8652381.39,8295761.93,385004.72,7304000.34,5442167.06,1792564.59,69268.69,0,2017,51,-0.30155285312624336
1.59,3842682.36,1450858.85,1006684.68,42995.08,1342143.75,764285.55,575719.82,2138.38,0,2017,52,1.674574565690143
1.22,584045.7,363596.75,99990.28,415.7,120042.97,68799.49,51236.81,4405.6384670481,0,2017,53,-0.41246910815906673
1.42,917091.3424611752,56.82,95.31,0.0,3475.05,3475.05,0.0,0.0,1,2017,0,-0.2514691787124814
2.56,18912.3,507.34,5068.56,0.0,13336.4,4252.99,9083.41,0.0,1,2017,1,-0.02707934781101226
2.64,1411.83,63.68,535.14,0.0,813.01,75.19,737.82,0.0,1,2017,3,-0.11955876241126656
1.56,31132.88,51.41,952.51,0.0,30128.96,30124.52,4.44,0.0,1,2017,4,0.5169352070245112
1.4,10081.25,277.5,133.65,0.0,9670.1,9642.01,28.09,0.0,1,2017,5,-0.18465129073239067
2.05,138458.82,34599.22,63107.77,1.57,40750.26,40700.41,75899.23798835442,0.0,1,2017,6,0.2391488423213992
2.55,10375.19,22.31,4284.88,118.25,5949.75,5560.32,389.43,0.0,1,2017,7,-0.8795930618637641
1.92,33346.53,110.63,25900.41,0.0,7335.49,7331.05,4.44,0.0,1,2017,8,-0.9246528540217248
2.22,10488.79,571.88,1881.72,0.0,8035.19,4142.07,3893.12,0.0,1,2017,10,0.8098243701609497
2.08,917091.3424611752,556.01,3536.55,0.0,20251.77,11223.57,9028.2,0.0,1,2017,13,-0.292944781976367
1.47,23810.69,312.15,164.21,17.19,23317.14,23317.14,0.0,0.0,1,2017,16,-0.5907028727886025
1.82,19611.69,122.01,3577.52,0.0,15912.16,15912.16,0.0,0.0,1,2017,17,1.0905618604849745
1.91,28280.43,17784.07,43.62,0.0,10452.74,10449.41,3.33,0.0,1,2017,18,0.5523165753341072
1.75,7918.96,147.27,1288.65,0.0,6459.71,3930.37,2529.34,0.0,1,2017,19,0.6608469820293494
2.57,5040.98,187.28,1310.93,0.0,3542.77,1314.76,75899.23798835442,0.0,1,2017,20,0.6033801820388339
2.03,73696.3,12051.52,29225.85,1.59,32417.34,32377.02,40.32,0.0,1,2017,22,-0.06120431066408888
2.21,4156.59,2.59,1074.42,0.0,3079.58,1064.51,2015.07,0.0,1,2017,23,0.4934962240905477
1.9,2978.57,29.29,319.28,0.0,2630.0,2630.0,0.0,0.0,1,2017,24,0.9313026997418659
1.91,176556.11,4036.4,34545.41,517.42,137448.65,115927.2,21521.45,0.0,1,2017,25,-0.2097423470896153
1.89,6852.14,155.62,218.47,0.0,6478.05,5656.66,821.39,0.0,1,2017,27,-1.2152347009560527
2.06,917091.3424611752,5244.89,22378.4,77.37,42664.53,42664.53,0.0,0.0,1,2017,28,0.48620940582237
1.68,255258.55,9811.16,31012.0,108.75,214326.64,214282.33,44.31,0.0,1,2017,29,-0.10525806951799631
1.57,16661.59,1.21,105.02,0.0,16555.36,16555.36,0.0,0.0,1,2017,30,-0.5915671380689632
2.31,7564.56,496.68,1531.43,0.0,5536.45,4451.92,1084.53,0.0,1,2017,31,0.3753237755995044
1.57,34499.29,1640.43,3883.65,28.78,28946.43,28946.43,0.0,0.0,1,2017,32,-1.0346364174536131
1.42,11807.12,1175.34,44.45,0.0,10587.33,10584.0,3.33,0.0,1,2017,34,-1.5180454736344202
2.13,49093.24,1296.19,15708.29,379.9,31704.85,22812.27,8884.57,8.01,1,2017,35,2.1355514628019856
2.81,13513.91,179.73,1941.11,0.0,11393.07,1399.19,9963.02,30.86,1,2017,36,1.1210341092325917
2.38,14971.31,130.85,4470.68,116.31,10253.47,9603.33,650.14,0.0,1,2017,37,-0.38703884498270114
1.76,14075.51,257.62,2561.93,53.35,11202.61,9417.16,75899.23798835442,4405.6384670481,1,2017,38,0.12852093339659354
2.08,7802.86,226.04,1466.48,0.0,6110.34,3593.88,2516.46,0.0,1,2017,39,-0.32219402731489744
1.89,7344.32,298153.02075182484,3111.54,0.0,1560.45,1557.12,3.33,0.0,1,2017,40,1.4483452745210474
2.83,23238.29,846.0,8040.13,18.99,14333.17,1385.82,12885.47,61.88,1,2017,43,1.0531554685180338
1.77,124121.46,43104.01,2957.09,0.0,78060.36,74777.97,3282.39,0.0,1,2017,45,0.8426647778484235
2.25,90946.17,2085.26,19427.02,22463.61928975053,69301.02,46009.03,23291.99,0.0,1,2017,46,0.9066520911301169
2.95,2417.55,168.12,1025.14,0.0,1224.29,370.0,849.73,4.56,1,2017,47,0.1279284536115774
2.49,2935.97,8.94,475.6,0.0,2451.43,516.43,1935.0,0.0,1,2017,48,-0.6930823936477138
1.4,6416.81,95.09,88.8,0.0,6232.92,6229.59,3.33,0.0,1,2017,49,1.0054924305609243
1.85,4633.29,298153.02075182484,399.84,0.0,4136.99,3827.77,309.22,0.0,1,2017,50,0.49407210719408623
2.4,111321.19,17650.08,22295.44,42.34,71333.33,40018.26,31209.23,105.84,1,2017,52,1.0620471206770477
2.26,917091.3424611752,1545.34,295828.4299183668,0.0,5749.07,5722.4,26.67,0.0,1,2017,53,0.8391314392830455
1.69,71205.11,4411.02,57416.25,77.85,295043.209470976,5069.66,4230.33,0.0,0,2017,0,-0.12491570082174734
1.55,421235.13,222683.91,45065.96,366.89,153118.37,101913.35,51196.55,8.47,0,2017,1,1.006193372197225
1.8,58602.78,33499.14,2015.33,5127.6,17960.71,12675.91,5242.7,42.1,0,2017,3,0.1505379128205908
1.62,917091.3424611752,298153.02075182484,366122.85,22463.61928975053,99461.56,71620.46,27841.1,0.0,0,2017,4,0.09912705332066474
1.53,96291.55,22791.7,42861.77,36.62,30601.46,16985.8,13615.66,0.0,0,2017,5,1.1079895404818019
1.77,3870633.16,1288266.68,1608863.15,120405.29,853098.04,794746.4,25612.08,32739.56,0,2017,6,1.1967679105457332
1.76,180280.25,43576.07,74145.54,4797.8,57760.84,52513.87,5246.97,4405.6384670481,0,2017,7,-0.6242677611515893
2.14,537708.81,73349.22,293404.88,85663.08,85291.63,77980.21,7213.35,98.07,0,2017,8,0.0918639787589893
1.72,118344.44,53367.76,13597.94,1131.1,295043.209470976,42737.87,7359.04,4405.6384670481,0,2017,10,0.30976954979056764
1.3960179727111521,605234.66,114291.47,249372.98,198.48,295043.209470976,68911.62,172460.11,0.0,0,2017,12,1.0132734694064836
1.3960179727111521,215840.47,56101.34,24145.02,19204.17,116389.94,99539.53,8543.94,8306.47,0,2017,13,-0.4374784508961278
2.09,97411.58,3178.13,35898.69,19397.32,38937.44,30261.87,2715.01,5960.56,0,2017,14,1.6489609084083547
1.29,991939.31,472251.74,141695.25,2169.62,295043.209470976,291964.68,83858.02,0.0,0,2017,18,0.27415441606993673
1.84,128999.95,9051.01,295828.4299183668,972.08,64990.75,33550.42,75899.23798835442,4405.6384670481,0,2017,19,-0.8745506943454595
2.0,128592.98,68330.79,14372.21,49.83,45840.15,19480.95,26359.2,0.0,0,2017,20,0.9747129073765953
1.61,917091.3424611752,58261.77,67847.94,62.85,63356.7,43605.94,19750.76,0.0,0,2017,21,-0.17619462374821412
1.89,62180.5,3158.2,25612.0,73.49,33336.81,14044.19,19292.62,4405.6384670481,0,2017,23,0.5312804717458227
2.04,399836.65,254127.88,48863.68,187.25,96657.84,54423.36,42234.48,0.0,0,2017,24,-0.5712271822348168
1.72,227535.41,132184.69,21112.28,9.0,74229.44,212419.8848198304,12793.27,0.0,0,2017,27,0.30236854486610165
1.67,1201890.84,83287.52,707902.58,547.17,410153.57,377569.16,32584.41,0.0,0,2017,28,-0.31273761641368836
1.61,3438536.39,303877.34,2154492.82,6754.69,973411.54,795311.93,178099.61,4405.6384670481,0,2017,29,0.3755839477074467
1.64,290521.98,12237.85,217700.24,1440.92,59142.97,20376.29,38766.68,0.0,0,2017,30,-0.5256211226956823
2.0,917091.3424611752,166612.29,29616.83,15.2,66357.47,42497.48,23856.66,3.33,0,2017,31,-1.0674686854082902
1.62,389987.92,45811.04,195759.47,255.36,148162.05,133321.24,14840.81,0.0,0,2017,32,0.3807957185634909
1.31,666472.86,289195.06,153391.94,2561.47,221324.39,184421.19,36823.2,80.0,0,2017,33,0.3407723565661886
1.77,1309590.39,547565.46,323435.45,13597.72,424991.76,323068.99,101858.27,64.5,0,2017,35,-2.276980074669314
